,item,id,category_id,category,round,listnum
830,bald python,43,1,animals,1,61
831,python,43,1,animals,1,61
832,dolphin,43,1,animals,3,62
833,whale,43,1,animals,3,62
834,whale,43,1,animals,3,62
835,shark,43,1,animals,3,62
836,megalodon,43,1,animals,3,62
837,titanoboa,43,1,animals,3,62
838,snake,43,1,animals,3,62
839,ant,43,1,animals,3,62
840,bug,43,1,animals,3,62
841,insect,43,1,animals,3,62
842,fox,43,1,animals,3,62
843,dog,43,1,animals,3,62
844,cat,43,1,animals,3,62
845,hamster,43,1,animals,3,62
846,guinea pig,43,1,animals,3,62
847,shepherd,43,1,animals,3,62
848,laboratory retriever,43,1,animals,3,62
849,retriever,43,1,animals,3,62
850,cute puppy,43,1,animals,3,62
851,whale,43,1,animals,3,62
852,fish,43,1,animals,3,62
853,salmon,43,1,animals,3,62
854,sea bas,43,1,animals,3,62
855,carp,43,1,animals,3,62
856,hippo,43,1,animals,3,62
857,swan,43,1,animals,3,62
858,duck,43,1,animals,3,62
859,ant,43,1,animals,3,62
860,cat,43,1,animals,3,62
861,monkey,44,1,animals,2,63
862,giraffe,44,1,animals,2,63
863,elephant,44,1,animals,2,63
864,gorilla,44,1,animals,2,63
865,crocodile,44,1,animals,2,63
866,bat,44,1,animals,2,63
867,spider,44,1,animals,2,63
868,mosquito,44,1,animals,2,63
869,fly,44,1,animals,2,63
870,giraffe,44,1,animals,2,63
871,elephant,44,1,animals,2,63
872,bird,44,1,animals,2,63
873,cheetah,44,1,animals,2,63
874,lion,44,1,animals,2,63
875,gorilla,44,1,animals,4,64
876,giraffe,44,1,animals,4,64
877,elephant,44,1,animals,4,64
878,monkey,44,1,animals,4,64
879,crocodile,44,1,animals,4,64
880,bird,44,1,animals,4,64
881,flamingo,44,1,animals,4,64
882,elephant,44,1,animals,4,64
883,gorilla,44,1,animals,4,64
884,cheetah,44,1,animals,4,64
885,lion,44,1,animals,4,64
886,koala,44,1,animals,4,64
887,gorilla,44,1,animals,4,64
888,monkey,44,1,animals,4,64
889,leopard,44,1,animals,4,64
890,lobster,44,1,animals,4,64
891,fly,44,1,animals,4,64
892,ant,44,1,animals,4,64
893,shark,44,1,animals,4,64
894,fish,44,1,animals,4,64
895,beaver,45,1,animals,2,65
896,monkey,45,1,animals,2,65
897,hyena,45,1,animals,2,65
898,jaguar,45,1,animals,2,65
899,devile,45,1,animals,2,65
900,dhole,45,1,animals,2,65
901,buffalo,45,1,animals,2,65
902,pig,45,1,animals,2,65
903,hammer cop,45,1,animals,2,65
904,jaguar,45,1,animals,2,65
905,leopard,45,1,animals,2,65
906,dog,45,1,animals,2,65
907,cheetah,45,1,animals,2,65
908,tiger,45,1,animals,2,65
909,pigeon,45,1,animals,2,65
910,scarlet,45,1,animals,2,65
911,macaw,45,1,animals,2,65
912,groundhog,45,1,animals,2,65
913,bunny,45,1,animals,2,65
914,tadpole,45,1,animals,2,65
915,frog,45,1,animals,2,65
916,beaver,45,1,animals,4,66
917,leopard,45,1,animals,4,66
918,devil,45,1,animals,4,66
919,dhole,45,1,animals,4,66
920,bunny,45,1,animals,4,66
921,dog,45,1,animals,4,66
922,dog,45,1,animals,4,66
923,cat,45,1,animals,4,66
924,cat,45,1,animals,4,66
925,cheetah,45,1,animals,4,66
926,hyena,45,1,animals,4,66
927,leopard,45,1,animals,4,66
928,jaguar,45,1,animals,4,66
929,weasel,45,1,animals,4,66
930,ermon,45,1,animals,4,66
931,groundhog,45,1,animals,4,66
932,squirrel,45,1,animals,4,66
933,beaver,45,1,animals,4,66
934,skunk,45,1,animals,4,66
935,bird,45,1,animals,4,66
936,hawk,45,1,animals,4,66
937,hawk,45,1,animals,4,66
938,eagle,45,1,animals,4,66
939,jay,45,1,animals,4,66
940,dog,46,1,animals,2,67
941,cat,46,1,animals,2,67
942,person,46,1,animals,2,67
943,alligator,46,1,animals,2,67
944,reindeer,46,1,animals,2,67
945,moose,46,1,animals,2,67
946,type dog,46,1,animals,2,67
947,animal,46,1,animals,4,68
948,kitty,46,1,animals,4,68
949,cat,46,1,animals,4,68
950,bunny,46,1,animals,4,68
951,hamster,46,1,animals,4,68
952,guinea pig,46,1,animals,4,68
953,bat,46,1,animals,4,68
954,elephant,46,1,animals,4,68
955,giraffe,46,1,animals,4,68
956,zebra,46,1,animals,4,68
957,elephant,46,1,animals,4,68
958,penguin,46,1,animals,4,68
959,anything,46,1,animals,4,68
960,bat,46,1,animals,4,68
961,cat,47,1,animals,2,69
962,tiger,47,1,animals,2,69
963,lion,47,1,animals,2,69
964,spider,47,1,animals,2,69
965,guinea pig,47,1,animals,2,69
966,hamster,47,1,animals,2,69
967,animal,47,1,animals,2,69
968,lime,47,1,animals,2,69
969,lion,47,1,animals,2,69
970,bear,47,1,animals,2,69
971,giraffe,47,1,animals,2,69
972,giraffe,47,1,animals,2,69
973,giraffe,47,1,animals,2,69
974,cow,47,1,animals,2,69
975,calf,47,1,animals,2,69
976,horse,47,1,animals,2,69
977,horse,47,1,animals,2,69
978,person,47,1,animals,2,69
979,monkey,47,1,animals,2,69
980,rat,47,1,animals,2,69
981,bat,47,1,animals,2,69
982,mouse,47,1,animals,2,69
983,louse,47,1,animals,2,69
984,ladybug,47,1,animals,4,70
985,colt,47,1,animals,4,70
986,horse,47,1,animals,4,70
987,giraffe,47,1,animals,4,70
988,giraffe,47,1,animals,4,70
989,horse,47,1,animals,4,70
990,horse,47,1,animals,4,70
991,bear,47,1,animals,4,70
992,cub,47,1,animals,4,70
993,lion,47,1,animals,4,70
994,lion cub,47,1,animals,4,70
995,lion,47,1,animals,4,70
996,horse,47,1,animals,4,70
997,ladybug,47,1,animals,4,70
998,louse,47,1,animals,4,70
999,mouse,47,1,animals,4,70
1000,mouse,47,1,animals,4,70
1001,bird,47,1,animals,4,70
1002,penguin,48,1,animals,1,71
1003,cow,48,1,animals,1,71
1004,kitty,48,1,animals,1,71
1005,cat,48,1,animals,1,71
1006,cow,48,1,animals,1,71
1007,turtle,48,1,animals,1,71
1008,maraca,48,1,animals,1,71
1009,sheep,48,1,animals,1,71
1010,ducky,48,1,animals,1,71
1011,fox,48,1,animals,1,71
1012,sea turtle,48,1,animals,1,71
1013,whale,48,1,animals,1,71
1014,orca,48,1,animals,1,71
1015,fishy,48,1,animals,1,71
1016,penguin,48,1,animals,3,72
1017,horse,48,1,animals,3,72
1018,cow,48,1,animals,3,72
1019,turtle,48,1,animals,3,72
1020,elephant,48,1,animals,3,72
1021,giraffe,48,1,animals,3,72
1022,cow,48,1,animals,3,72
1023,animal,49,1,animals,1,73
1024,horse,49,1,animals,1,73
1025,kitty car,49,1,animals,1,73
1026,penguin,49,1,animals,1,73
1027,lion,49,1,animals,1,73
1028,cheetah,49,1,animals,1,73
1029,elephant,49,1,animals,1,73
1030,turtle,49,1,animals,1,73
1031,fishy,49,1,animals,1,73
1032,frog,49,1,animals,1,73
1033,bird,49,1,animals,1,73
1034,tiger,49,1,animals,3,74
1035,elephant,49,1,animals,3,74
1036,cheetah,49,1,animals,3,74
1037,turtle,49,1,animals,3,74
1038,fishy,49,1,animals,3,74
1039,turtle,49,1,animals,3,74
1040,froggie,49,1,animals,3,74
1041,cheetah,49,1,animals,3,74
1042,fox,49,1,animals,3,74
1043,deer,49,1,animals,3,74
1044,stingray,49,1,animals,3,74
1045,jellyfish,49,1,animals,3,74
